,major_violation_personal_hygiene,restaurant_address_address,restaurant_address_city,:@computed_region_5s6d_2f32,minor_violation_personal_hygiene,:@computed_region_x3q3_gi3e,major_violation_inadequate_cooking,major_violation_improper_holding_temperature,restaurant_address_zip,major_violation_unsafe_food_source,inspection_date,:@computed_region_3ini_iehf,w3alcd,minor_violation_unsafe_food_source,major_violation_contaminated_equipment,minor_violation_improper_holding_temperature,minor_violation_inadequate_cooking,minor_violation_contaminated_equipment,indbdate,restaurant_address_state,doing_business_as,:@computed_region_5bih_7r3y,coordinates,major_sum,minor_sum
684,0,2136 OXFORD ST,BERKELEY,1503,0,2,0,0,,0,2019-07-25T00:00:00.000,11,FA0001567,0,0,0,0,0,2019-10-14T05:00:01.000,CA,THE SUNNY SIDE CAFE,31,"[-122.265921, 37.870271]",0,0
685,0,2518 DURANT AVE,BERKELEY,1496,0,2,0,0,,0,2019-04-01T00:00:00.000,12,FA0001566,0,0,0,0,0,2019-10-14T05:00:01.000,CA,THE TAP HAUS,18,"[-122.258265, 37.867905]",0,0
686,0,3250 ADELINE ST,BERKELEY,1495,0,7,0,0,,0,2019-03-01T00:00:00.000,3,FA0000648,0,0,0,0,0,2019-10-14T05:00:01.000,CA,THE VAULT CAF?,26,"[-122.271237, 37.849454]",0,0
687,0,3250 ADELINE ST,BERKELEY,1495,0,7,0,0,,0,2019-08-19T00:00:00.000,3,FA0002116,0,0,0,0,0,2019-10-14T05:00:02.000,CA,THE VAULT CAFE & RESTAURANT,26,"[-122.271237, 37.849454]",0,0
688,0,1709 SOLANO AVE,BERKELEY,1499,0,3,0,0,,0,2019-08-13T00:00:00.000,1,FA0000409,0,0,0,0,0,2019-10-14T05:00:01.000,CA,THE XOCOLATE BAR,14,"[-122.282185, 37.891212]",0,0
689,0,2701 8TH ST,BERKELEY,1502,0,8,0,0,,0,2019-06-11T00:00:00.000,5,FA0001978,0,0,0,0,0,2019-10-14T05:00:02.000,CA,THIRD CULTURE BAKERY,11,"[-122.291833, 37.856919]",0,0
690,0,1345 4TH ST,BERKELEY,1502,0,5,0,0,,0,2019-06-06T00:00:00.000,9,FA0001572,0,0,0,0,0,2019-10-14T05:00:01.000,CA,THISTLE HEALTH INC.,11,"[-122.303263, 37.8781]",0,0
691,0,1435 4TH ST,BERKELEY,1502,0,5,0,0,,0,2019-06-06T00:00:00.000,9,FA0002029,0,0,0,0,0,2019-10-14T05:00:02.000,CA,THISTLE HEALTH INC. #2,11,"[-122.30246, 37.875529]",0,0
692,0,1581 UNIVERSITY AVE,BERKELEY,1495,0,5,0,0,,0,2019-04-25T00:00:00.000,8,FA0001760,0,0,0,0,0,2019-10-14T05:00:01.000,CA,THREE STONE HEARTH LLC,6,"[-122.280653, 37.870631]",0,0
693,0,1809-A 4TH ST,BERKELEY,1502,0,5,0,0,,0,2019-07-16T00:00:00.000,6,FA0001811,0,0,0,0,0,2019-10-14T05:00:02.000,CA,THREE TWINS ICE CREAM,11,"[-122.300572, 37.86975]",0,0
694,0,1513 SHATTUCK AVE,BERKELEY,1501,0,3,0,0,,0,2019-09-23T00:00:00.000,7,FA0000682,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TIGER LILY,8,"[-122.269177, 37.879741]",0,0
695,0,2935 COLLEGE AVE,BERKELEY,1497,0,6,0,0,,0,2019-08-27T00:00:00.000,13,FA0001858,0,0,0,0,0,2019-10-14T05:00:02.000,CA,TIMELESS COFFEE,19,"[-122.253117, 37.857711]",0,0
696,0,3012 SAN PABLO AVE,BERKELEY,1494,0,8,0,0,,0,2019-06-03T00:00:00.000,5,FA0000472,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TIP TOP LIQUORS & DELI  1099/1615,27,"[-122.286585, 37.851648]",0,0
697,0,1220 SAN PABLO AVE,BERKELEY,1498,0,5,0,0,,0,2019-06-21T00:00:00.000,9,FA0000165,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TOKYO FISH MARKET,12,"[-122.296199, 37.881476]",0,0
698,0,2265 FIFTH ST,BERKELEY,1502,0,8,0,0,,0,2019-06-19T00:00:00.000,5,FA0000561,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TOMATE CAFE,11,"[-122.297484, 37.8636]",0,0
699,0,2534 DURANT AVE,BERKELEY,1496,0,2,0,0,,0,2019-03-20T00:00:00.000,12,FA0000763,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TOP DOG,18,"[-122.257429, 37.868011]",0,0
700,0,2160 CENTER ST,BERKELEY,1496,0,1,0,0,,0,2019-05-06T00:00:00.000,11,FA0000586,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TOP DOG #5,32,"[-122.266338, 37.870541]",0,0
701,0,2272 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2019-10-01T00:00:00.000,11,FA0001196,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TOSS NOODLE BAR,32,"[-122.267911, 37.868073]",0,0
702,0,1885 UNIVERSITY AVE,BERKELEY,1495,0,5,0,0,,0,2019-04-22T00:00:00.000,8,FA0000084,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TRADER JOE'S,6,"[-122.273315, 37.871567]",0,0
703,0,2993 COLLEGE AVE,BERKELEY,1497,0,6,0,0,,0,2019-06-19T00:00:00.000,13,FA0000199,0,0,1,0,0,2019-10-14T05:00:01.000,CA,TRATTORIA LA SICILLIAN,1,"[-122.252978, 37.856327]",0,1
704,0,1300 10TH ST,BERKELEY,1502,0,5,0,0,,0,2019-05-24T00:00:00.000,9,FA0001805,0,0,0,0,0,2019-10-14T05:00:02.000,CA,T-REX SMOKEHOUSE,11,"[-122.296885, 37.879968]",0,0
705,0,1920 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2019-03-11T00:00:00.000,11,FA0000072,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TRIPLE ROCK BREWERY,3,"[-122.268582, 37.873431]",0,0
706,0,1843 SOLANO AVE,BERKELEY,1499,0,3,0,0,,0,2019-08-30T00:00:00.000,1,FA0001244,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TROY 2,14,"[-122.278857, 37.89139]",0,0
707,0,2533 7TH ST,BERKELEY,1502,0,8,0,0,,0,2019-08-16T00:00:00.000,5,FA0000451,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TRUMPETVINE CATERING,11,"[-122.293767, 37.859286]",0,0
708,0,2433 DURANT ST,BERKELEY,1496,0,2,0,0,,0,2019-08-20T00:00:00.000,12,FA0002118,0,0,0,0,0,2019-10-14T05:00:02.000,CA,T-TOUST,18,"[-122.259777, 37.867712]",0,0
709,0,2468 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2019-09-27T00:00:00.000,14,FA0000351,0,0,1,0,0,2019-10-14T05:00:01.000,CA,TUK TUK THAI CAFE,32,"[-122.267493, 37.864453]",0,1
710,0,2271 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2019-08-07T00:00:00.000,11,FA0001525,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TUPPER AND REED,32,"[-122.267772, 37.868135]",0,0
711,0,1984 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2019-03-12T00:00:00.000,11,FA0000076,0,0,0,0,0,2019-10-14T05:00:01.000,CA,TURKISH KITCHEN INC.,3,"[-122.268438, 37.872493]",0,0
712,0,1986 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,,11,FA0002130,0,0,0,0,0,2019-10-14T05:00:02.000,CA,TURKISH KITCHEN MEDITERREAN,3,"[-122.268424, 37.872352]",0,0
713,0,2328 TELEGRAPH AVE,BERKELEY,1496,0,2,0,0,,0,2019-02-20T00:00:00.000,12,FA0002008,0,0,0,0,0,2019-10-14T05:00:02.000,CA,TZONE,18,"[-122.259068, 37.868157]",0,0
714,0,2274 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2018-08-22T00:00:00.000,11,FA0000045,0,0,0,0,0,2019-10-14T05:00:01.000,CA,U A CINEMA'S 5,32,"[-122.267887, 37.867887]",0,0
715,0,2550 DURANT AVE,BERKELEY,1496,0,2,0,0,,0,2019-08-27T00:00:00.000,12,FA0001432,0,0,0,0,0,2019-10-14T05:00:01.000,CA,U CAFE,18,"[-122.257833, 37.867959]",0,0
716,0,2199 BANCROFT WAY,BERKELEY,1496,0,1,0,0,,0,2019-08-12T00:00:00.000,14,FA0001570,0,0,0,0,0,2019-10-14T05:00:01.000,CA,U-CHA,32,"[-122.266003, 37.867822]",0,0
717,0,1903 UNIVERSITY AVE,BERKELEY,1496,0,1,0,0,,0,2019-04-22T00:00:00.000,8,FA0001623,0,0,0,0,0,2019-10-14T05:00:01.000,CA,UDUPI PALACE,3,"[-122.272924, 37.871616]",0,0
718,0,2575 TELEGRAPH AVE,BERKELEY,1496,0,6,0,0,,0,2019-07-17T00:00:00.000,12,FA0001711,0,0,0,0,1,2019-10-14T05:00:01.000,CA,UJI TIME DESSERT,20,"[-122.258572, 37.863866]",0,1
719,0,2433-D DURANT AVE,BERKELEY,1496,0,2,0,0,,0,2019-02-20T00:00:00.000,12,FA0001972,0,0,0,0,0,2019-10-14T05:00:02.000,CA,UME,18,"[-122.259777, 37.867712]",0,0
720,0,1500 UNIVERSITY AVE,BERKELEY,1495,0,1,0,0,,0,2018-10-25T00:00:00.000,8,FA0000026,0,0,0,0,0,2019-10-14T05:00:01.000,CA,UNIVERSITY CHEVRON,29,"[-122.281585, 37.870396]",0,0
721,0,1250 UNIVERSITY AVE,BERKELEY,1494,0,8,0,1,,0,2019-02-05T00:00:00.000,8,FA0000259,0,0,0,0,0,2019-10-14T05:00:01.000,CA,UNIVERSITY SHELL,28,"[-122.287039, 37.869701]",1,0
722,0,1870 EUCLID AVE,BERKELEY,1501,0,4,0,0,,0,2019-08-28T00:00:00.000,7,FA0001695,0,0,0,0,0,2019-10-14T05:00:01.000,CA,URBANN TURBANN,4,"[-122.260185, 37.875305]",0,0
723,0,2946 COLLEGE AVE,BERKELEY,1497,0,6,0,0,,0,2019-06-13T00:00:00.000,13,FA0001767,0,0,0,0,0,2019-10-14T05:00:02.000,CA,URBAN REMEDY,19,"[-122.253088, 37.857415]",0,0
724,0,2997 SACRAMENTO ST,BERKELEY,1495,0,7,0,0,,0,2019-02-19T00:00:00.000,4,FA0000281,0,0,0,0,0,2019-10-14T05:00:01.000,CA,U.S. LIQUOR 1099/1616,33,"[-122.278951, 37.853326]",0,0
725,0,1894 UNIVERSITY AVE,BERKELEY,1495,0,1,0,0,,0,2019-01-03T00:00:00.000,8,FA0000251,0,0,0,0,0,2019-10-14T05:00:01.000,CA,VALERO 1099/1616,29,"[-122.273081, 37.871491]",0,0
726,0,1715 SOLANO AVE,BERKELEY,1499,0,3,0,0,,0,2019-09-06T00:00:00.000,1,FA0000223,0,0,0,0,0,2019-10-14T05:00:01.000,CA,VANESSA'S BISTRO,14,"[-122.282283, 37.891206]",0,0
727,0,48 SHATTUCK SQ,BERKELEY,1496,0,1,0,0,,0,2019-09-18T00:00:00.000,11,FA0002038,0,0,0,0,0,2019-10-14T05:00:02.000,CA,VEGGIE GRILL,32,"[-122.267807, 37.871945]",0,0
728,0,2327 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2019-08-30T00:00:00.000,14,FA0002098,0,0,1,0,0,2019-10-14T05:00:02.000,CA,VENUS,32,"[-122.267656, 37.867064]",0,1
729,0,1797-A SHATTUCK AVE,BERKELEY,1501,0,1,0,0,,0,2019-05-06T00:00:00.000,7,FA0001580,0,0,0,0,0,2019-10-14T05:00:01.000,CA,VICTORY POINT CAFE,3,"[-122.26868, 37.87518]",0,0
730,0,2390 FOURTH ST,BERKELEY,1502,0,8,0,1,,0,2019-09-17T00:00:00.000,5,FA0000567,0,0,0,0,0,2019-10-14T05:00:01.000,CA,VIK'S CHAAT CORNER,11,"[-122.297948, 37.861478]",1,0
731,0,2380 FOURTH ST,BERKELEY,1502,0,8,0,0,,0,2018-12-05T00:00:00.000,5,FA0000560,0,0,0,0,0,2019-10-14T05:00:01.000,CA,"VIK'S MARKET, LLC",11,"[-122.297998, 37.861635]",0,0
732,0,1625 SHATTUCK AVE,BERKELEY,1501,0,1,0,0,,0,2019-02-20T00:00:00.000,7,FA0001856,0,0,0,0,0,2019-10-14T05:00:02.000,CA,VITALITY BOWLS,3,"[-122.268928, 37.877352]",0,0
733,0,2810 SAN PABLO AVE,BERKELEY,1494,0,8,0,0,,0,2019-07-31T00:00:00.000,5,FA0000480,0,0,0,0,0,2019-10-14T05:00:01.000,CA,VITAL VITTLES,16,"[-122.287912, 37.855764]",0,0
734,0,2310 TELEGRAPH AVE,BERKELEY,1496,0,2,0,0,,0,2018-04-25T00:00:00.000,12,FA0000314,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WALGREENS #10045/TEL,18,"[-122.259144, 37.868506]",0,0
735,0,1607 SHATTUCK AVE,BERKELEY,1501,0,1,0,0,,0,2019-02-19T00:00:00.000,7,FA0000957,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WALGREENS #13858/1607SHA,3,"[-122.268988, 37.878009]",0,0
736,0,2190 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2018-11-13T00:00:00.000,11,FA0001114,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WALGREENS #15025/2190SHAT,32,"[-122.268014, 37.869521]",0,0
737,0,1050 GILMAN ST,BERKELEY,1498,0,5,0,0,,0,2019-07-10T00:00:00.000,9,FA0000617,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WALGREENS #2314/GILM,11,"[-122.296641, 37.880312]",0,0
738,0,2995 SAN PABLO AVE,BERKELEY,1494,0,8,0,0,,0,2019-03-19T00:00:00.000,5,FA0000543,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WALGREENS #2609/SP,16,"[-122.286739, 37.852566]",0,0
739,0,2801 ADELINE ST,BERKELEY,1495,0,7,0,0,,0,2019-01-29T00:00:00.000,2,FA0000505,0,0,0,0,1,2019-10-14T05:00:01.000,CA,WALGREENS #4614/ADEL,13,"[-122.267703, 37.85809]",0,1
740,0,1160 UNIVERSITY AVE,BERKELEY,1494,0,8,0,0,,0,2019-06-25T00:00:00.000,6,FA0002086,0,0,0,0,0,2019-10-14T05:00:02.000,CA,WANTED,28,"[-122.290457, 37.869259]",0,0
741,0,2120 DWIGHT WAY,BERKELEY,1496,0,7,0,0,,0,2019-09-24T00:00:00.000,14,FA0001854,0,0,0,0,1,2019-10-14T05:00:02.000,CA,WAY STATION BREW,13,"[-122.26689, 37.86403]",0,1
742,0,1280 GILMAN ST,BERKELEY,1498,0,5,0,0,,0,2019-08-21T00:00:00.000,9,FA0001401,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WESTBRAE BIERGARTEN,12,"[-122.290261, 37.8815]",0,0
743,0,1706 UNIVERSITY AVE,BERKELEY,1495,0,1,0,0,,0,2019-10-04T00:00:00.000,8,FA0001934,0,0,0,0,0,2019-10-14T05:00:02.000,CA,WEST COAST PIZZA,29,"[-122.277358, 37.870944]",0,0
744,0,2286 SHATTUCK AVE,BERKELEY,1496,0,1,0,0,,0,2019-07-26T00:00:00.000,11,FA0002010,0,0,0,0,0,2019-10-14T05:00:02.000,CA,WESTERN PACIFIC,32,"[-122.26786, 37.867697]",0,0
745,0,2570 9TH ST,BERKELEY,1502,0,8,0,0,,0,2019-07-29T00:00:00.000,5,FA0002012,0,0,0,0,0,2019-10-14T05:00:02.000,CA,WESTSIDE ORGANIC CAFE,11,"[-122.291382, 37.859242]",0,0
746,0,3000 TELEGRAPH AVE,BERKELEY,1497,0,6,0,0,,0,2019-07-10T00:00:00.000,12,FA0000228,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WHOLE FOODS MARKET,25,"[-122.259841, 37.855435]",0,0
747,0,1025 GILMAN ST,BERKELEY,1502,0,5,0,0,,0,2019-05-31T00:00:00.000,9,FA0001494,0,0,0,0,0,2019-10-14T05:00:01.000,CA,WHOLE FOODS MARKET #10530,11,"[-122.296973, 37.880245]",0,0
748,0,2131 DURANT AVE,BERKELEY,1496,0,1,0,0,,0,2019-06-25T00:00:00.000,14,FA0002089,0,0,0,0,0,2019-10-14T05:00:02.000,CA,WINDMILL COFFEE HOUSE,32,"[-122.266434, 37.866846]",0,0
749,0,800 UNIVERSITY AVE,BERKELEY,1502,0,8,0,0,,0,2019-02-21T00:00:00.000,6,FA0002046,0,0,1,0,0,2019-10-14T05:00:02.000,CA,WINE SO CRU,11,"[-122.298466, 37.86771]",0,1
750,0,1600 SHATTUCK AVE,BERKELEY,1501,0,1,0,0,,0,2019-10-08T00:00:00.000,7,FA0002127,0,0,0,0,0,2019-10-14T05:00:02.000,CA,WRECKING BALL COFFEE,3,"[-122.269114, 37.878113]",0,0
751,0,2996 SHATTUCK AVE,BERKELEY,1497,0,7,0,0,,0,2019-05-16T00:00:00.000,2,FA0000235,0,0,0,0,0,2019-10-14T05:00:01.000,CA,XTRA OIL CO/CHEVRON/SHAT,13,"[-122.266516, 37.855411]",0,0
752,0,1201 THE,BERKELEY,,0,,0,0,,0,2018-11-21T00:00:00.000,,FA0000208,0,0,0,0,1,2019-10-14T05:00:01.000,CA,XTRA OIL CO/CHEVRON/THE ALAM,,,0,1
753,0,1920 OXFORD ST,BERKELEY,1503,0,2,0,0,,0,2018-10-26T00:00:00.000,11,FA0000624,0,0,0,0,0,2019-10-14T05:00:01.000,CA,YALIS OXFORD STREET CAFE,31,"[-122.266293, 37.873522]",0,0
754,0,2517 DURANT AVE,BERKELEY,1496,0,2,0,0,,0,2019-08-15T00:00:00.000,12,FA0001688,0,0,0,0,0,2019-10-14T05:00:01.000,CA,YELIJIN KIMCHI GARDEN,18,"[-122.258302, 37.8679]",0,0
755,0,2516 BANCROFT WAY,BERKELEY,1496,0,2,0,0,,0,2019-07-17T00:00:00.000,,FA0002007,0,0,0,0,0,2019-10-14T05:00:02.000,CA,YIFANG TAIWAN FRUIT TEA,18,"[-122.25866, 37.868781]",0,0
756,0,2433 DURANT AVE,BERKELEY,1496,0,2,0,0,,0,2019-04-30T00:00:00.000,12,FA0000522,0,0,0,0,0,2019-10-14T05:00:01.000,CA,YOGURT PARK INC.,18,"[-122.259777, 37.867712]",0,0
757,0,1853 SOLANO AVE,BERKELEY,1499,0,3,0,0,,0,2019-08-16T00:00:00.000,1,FA0000215,0,0,0,0,0,2019-10-14T05:00:01.000,CA,ZACHARY'S CHICAGO PIZZA,14,"[-122.278499, 37.891411]",0,0
758,0,1865 EUCLID AVE,BERKELEY,1501,0,4,0,0,,0,2019-08-29T00:00:00.000,7,FA0000950,0,0,0,0,0,2019-10-14T05:00:01.000,CA,ZAK'S SNACK,4,"[-122.260178, 37.875272]",0,0
759,0,1398 UNIVERSITY AVE,BERKELEY,1494,0,1,0,0,,0,2019-07-30T00:00:00.000,8,FA0001904,0,0,0,0,1,2019-10-14T05:00:02.000,CA,ZAZZI FOODS,28,"[-122.284263, 37.870054]",0,1
760,0,3051 ADELINE ST,BERKELEY,1495,0,7,0,0,,0,2019-07-25T00:00:00.000,2,FA0001542,0,0,0,0,0,2019-10-14T05:00:01.000,CA,ZING CAFE,26,"[-122.269463, 37.853426]",0,0
761,0,3206 COLLEGE AVE,BERKELEY,1491,0,6,0,0,,0,2019-03-08T00:00:00.000,13,FA0000397,0,0,0,0,0,2019-10-14T05:00:01.000,CA,ZOONIE'S,,"[-122.252455, 37.851101]",0,0
762,0,1820 FOURTH ST,BERKELEY,1502,0,5,0,0,,0,2019-07-17T00:00:00.000,6,FA0000446,0,0,0,0,0,2019-10-14T05:00:01.000,CA,ZUT ON FOURTH,11,"[-122.300554, 37.869695]",0,0
